train_loss,train_loss_seq,train_loss_struct,train_seq_acc,train_struct_acc,val_loss,val_loss_seq,val_loss_struct,val_seq_acc,val_struct_acc
1.120664405822753906e+01,3.066281318664550781e+00,8.140362739562988281e+00,5.555555596947669983e-02,2.136752195656299591e-02,1.126966667175292969e+01,2.959945917129516602e+00,8.309720993041992188e+00,1.058495789766311646e-01,1.656314730644226074e-02
