train_loss,train_loss_seq,train_loss_struct,train_seq_acc,train_struct_acc,val_loss,val_loss_seq,val_loss_struct,val_seq_acc,val_struct_acc
1.142407798767089844e+01,3.206712245941162109e+00,8.217365264892578125e+00,1.000000014901161194e-01,0.000000000000000000e+00,6.494326591491699219e+00,2.316989898681640625e+00,4.177336692810058594e+00,5.263157933950424194e-02,0.000000000000000000e+00
