train_loss,train_loss_seq,train_loss_struct,val_loss,val_loss_seq,val_loss_struct
1.284155761718750000e+04,6.756925201416015625e+01,1.277398828125000000e+04,7.925635742187500000e+03,4.272480010986328125e+01,7.882911132812500000e+03
